path,label,source_sha256,sha256,normalized_sha256,split
/content/section_01_workspace/data/raw/spamassassin/easy_ham/00837.d989d85087fd0d2297bdfc4c4d9039fb,0,317ec12088bc1e78f3364bab7a7164465c47cf4af07df4734573c9eee7a7099b,025ce84a72e5feb60a524596ac51aa3c40f965f75446a06096c76f0f10e01887,dc399fbd01ea5fc94726ea1460d1a27ce235bd39f603cee9c9ac3a967ec7e79b,train
/content/section_01_workspace/data/raw/spamassassin/easy_ham/01462.0c2d54d028173cebcb091842144d268a,0,468d39d1a1a9a8b4511bde3665a6081a79be12898e9b61dc0fbb108bd9226232,4308d7e70094b2957678a35fdf1d67a8f284a1afed62d216973a70fc3d6e00dd,632a7160aaa446a5df2ccc624ef3d953150598b186536096de1ccfd5897f80a7,train
/content/section_01_workspace/data/raw/spamassassin/easy_ham/00939.e48ae1c641ef0958595719db1befb0d9,0,4402688f08973c04a4ba9d9b8a9996ecc2841b8b4f273d885482d9bd17f1513a,172819606a630e2a6636cba4935c69b42e880e555feea279b33bf275c2438fa7,d4c6188817f643da550520a1e5e15486154c6b8bd866621c8cdf677a99770eae,train
/content/section_01_workspace/data/raw/spamassassin/easy_ham/00757.0c98cd042bf54bed37dc526f0b57bf26,0,51d41ccc7e33299572ac42b9891329ccadfe3953b4469e2c48753d739f62c252,05f93844c4fbc7956fc5396d400ae5b064ffcd04ad2281edd7533a1d0d47ba38,3bc4bb6be517b9cc233475df35b36108453c20d13fd35e4faef24dd6d5160394,train
/content/section_01_workspace/data/raw/spamassassin/spam/00047.0d7a240951e460b5884a8886ee64a8c3,1,a7a8770bbb282a9dc419f8ea5f710d48481f52f43fc70d2f5ac3141feebd8600,3795a8f3739d7449ac36728a351ba0151a4f526b6c5b0105d4335f10f7705c46,7ec8a5ef8aa32540232096c070ee95cbb76aff34265961ba3a27871b2975fa48,train
/content/section_01_workspace/data/raw/spamassassin/easy_ham/00012.48a387bc38d1316a6f6b49e8c2e43a03,0,58cebad0308d036b2cf1f31e79a1d719e5f2626747695e7457bfa82749780fbb,abc74d1dfe028f420827a631ff18a394c541b8e2b5f18a0432a56451f60c660f,da8d972e022a8b25d9cc86d329d270cdd6c0908d605e748ed0eca09f6f36aae0,train
/content/section_01_workspace/data/raw/spamassassin/easy_ham/01633.3eb28763a8b55952e8050cbade5daa49,0,9433ad38ae3253e3b1140785ee6830d11dce16579c76657e5d7479da5d15fc47,4494c18fc80eed85cce33d641d07286983e1f176a331a454b0af2735c889ec4b,787c86ed8c733c5c4d36a8b8c7a54f09d8fe77d41dc5af02da43409612d5907f,train
/content/section_01_workspace/data/raw/spamassassin/spam/00248.b243bca51ee69d6e428ca2f45f0fe41b,1,bfb3f69f4085fd2b3dad0d0e8e40dc46a8e3b789f65aa5535f38fe09da7c00cc,79d225299b80b40b3e337db1526b094fd51c349f520f143d18cff017bea34e51,b1ba4708f52a12643fa30d795e43f9fa084ba9bca871528d34c2612daf350d14,train
/content/section_01_workspace/data/raw/spamassassin/easy_ham/00634.3215eb7dfc919ae5ca49520f9fcd43df,0,a6b74e2c51c719c7728113a9560db4de0abc20907160218291ec4f4dc0afdd8f,706aeb70fa709725e1d193b9bac022d7922536d1d9a3296dc794918f03d9ad20,290b1cbe4846f221ec371615eab32e43fbf41985600567332db5d77c584227ff,train
/content/section_01_workspace/data/raw/spamassassin/easy_ham/01059.f40b9601c05badff9a3f39ac01660d12,0,1f5f6ad989960842240a54ab5cbac6b8d1c51bb3726c17315acc94836c93642e,bca83af36e787baa35a573e0eacef5bbf13e1b177b1bdf40ab86218a243caecb,16d79356f77e54baeb3b87442e3b799eccd51188489612683c5e67ee61189d14,train
/content/section_01_workspace/data/raw/spamassassin/easy_ham/00734.e37922bdfd9e3246c18322e4b07a4b23,0,1f31c4dbee1baf4f30e5ccc3a5d9ea6e6af5f05c68d4068fa2f28a910ee1a17c,4e0bc4d1d0c42bc72e3bbe2b693f91bc862d022f221e07fd711d63725bfed812,9a0fd22f247764391b47e28aace012b4766ee51bb4e218c79e08cf03f09b6f97,train
/content/section_01_workspace/data/raw/spamassassin/easy_ham/01290.41e79a15cd074594f220dfaed53d51aa,0,9ea9e3b2dae225c1d42afcae17f01b2e25d0673921733dc59480af6aa0613f5e,82d66b8a10cc933ea5ec3f4f448d3bc1177728fa3a535510a309b97352c0a306,690729da1a17eba5ffd8ceb2df6fe5b35dbeab4453c35e309986b9a013983be9,train
/content/section_01_workspace/data/raw/spamassassin/spam/00445.94d3ccfafc541255ff46625091d333e4,1,7ab728181a2ef5502a9609cfa1e4254a283f9d5ce0b9a1e1c9b844b41e2879f7,75ba5a6a81d315d68d0e2101fdc08bf239f22e4af8e4df114c3ded8b096b13f6,8fd7c0d656efb3b0c7aff2f6a45380568402672721f07023d04b8b1a953384a7,train
/content/section_01_workspace/data/raw/spamassassin/easy_ham/02172.f45a282de760a30c7f201e6dc79aeba5,0,798561446317daf62ffee6d3962a4dd1d26480dac8138887774d40151fa9f5a7,c5d8bbb935b2f9c50dca2df056b247e221c63e09cee2b52cd8f4a524710bca9c,468ebeda137945b484794d8353907545f2b9f466a7deda5f5b590bbe6de23937,train
/content/section_01_workspace/data/raw/spamassassin/easy_ham/01111.2f7361f87bcf1782c2f7622d92c6bf7d,0,bb512a814d8c5b5cd369989adeaba44781a93d12695f2e2ec5da63b0c48de845,ec117cc528cd485388af896b0057e3918ec32278101e109c23ac30eb20801c99,92dc8bcbd9fc90c00f79f33b8988c9fc5f386addcae98930cc73495a2e4464da,train
/content/section_01_workspace/data/raw/spamassassin/spam/00064.65b95365450ebe5eef61e7f1c60edc5e,1,50f819ac0a342946ab8b0b4cb53b2ccdda664fabe4fe1dd2dd7ff56a99467242,b7f3e160e3067da384a78506e33afe9e8745c92c0fd804458e7d4b16bad4b6af,5598d7b8a25cb459c61a62f0553c4e00d126c118c301ef4876bbaf2268df612f,train
/content/section_01_workspace/data/raw/spamassassin/easy_ham/00522.db4b857b35a54049c2dc88b2516eb1ea,0,6ede070d4a8bb89a2ad846052bd2de85ddb10d1f8695435c6a9fa117a62c0c61,71adeb6160bdf165b2d914b949b36a427374cff377711c8bd46ae97ed56d12d9,0556f8b04665147604169d2516c4cfcf38236a9a73fcd7e379ab70914bec7a02,train
/content/section_01_workspace/data/raw/spamassassin/spam/00292.dbf78a2aaa230d288eb80ab843804252,1,538709913c367d146b247a46d9e519ae378f05c2835fd32bbe99ba848140fb1b,fd00204285c9d39fa06a579255f06b640432387e468eb17bdd7b8f2881e49715,5dc4d24fe92acec7b0b16e344c1315d0fac26fb083c82aa9113006e32f97a536,train
/content/section_01_workspace/data/raw/spamassassin/easy_ham/01132.2755d7d8107be0b804bb1f3f5ce29e83,0,ee41cdef1543a6ee1832373eb790867bfe8bda5b9df49271cc5e6556f4db39b2,ae958fa7bb92e1ed9027f5e3b7fa90db9b44c8bfa2b5c13f45485c0bc87c4d69,b169a95ff8117785bbc56b369b2d111fa208547e014628050dc42c53e06609ff,train
/content/section_01_workspace/data/raw/spamassassin/easy_ham/00139.cfea5d726c0371fa63c9720a291ca9ad,0,82f3e70b9719ddd23f0b905386698b267784a8dea9af7b6872b4a0b841711396,4f22c9bc7c96838b0b7100f0f198a24ec0da78b59c7322388039401d6d7a602c,d56a6ce87a4377a2369b618a1d734c0b94d08fa4b0160c29c19cbc2e3fda1f5b,train
